# File generated by CMD 3.9 (http://stev.oapd.inaf.it/cmd) on Wed Mar  4 15:36:53 UTC 2026
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods + transition are from Trabucchi et al. (2021)
# Photometric system: DECAM (ABmags)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  umag    gmag    rmag    imag    zmag    Ymag
1.5917e-05 -2.19174 10.07918 0.1294642836 1.3786745408    0.129 -2.390  3.5965  5.277    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.28e-16      0.00 7.405e-01 2.594e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 10.744 13.881 12.108 10.915 10.457 10.212 10.128
1.5917e-05 -2.19174 10.07918 0.1491071582 1.4855959672    0.149 -2.227  3.6079  5.220    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.75e-16      0.00 7.387e-01 2.612e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.996e-05 10.336 13.216 11.593 10.490 10.060 9.831 9.752
1.5917e-05 -2.19174 10.07918 0.1687500030 1.5756139920    0.168 -2.100  3.6152  5.176    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -6.29e-16      0.00 7.378e-01 2.621e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.996e-05 10.020 12.757 11.214 10.162 9.747 9.528 9.453
1.5917e-05 -2.19174 10.07918 0.2080357224 1.7204495903    0.207 -1.896  3.6261  5.108    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -9.79e-16      0.00 7.374e-01 2.625e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 9.511 12.054 10.617 9.630 9.239 9.035 8.967
1.5917e-05 -2.19174 10.07918 0.2571428716 1.8581268277    0.257 -1.708  3.6362  5.052    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.45e-15      0.00 7.377e-01 2.622e-01 1.798e-05 4.852e-06 4.400e-05 -1.000 9.999e-05 9.041 11.420 10.071 9.138 8.768 8.578 8.515
1.5917e-05 -2.19174 10.07918 0.3062500358 1.9652636675    0.306 -1.563  3.6446  5.017    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.93e-15      0.00 7.377e-01 2.622e-01 1.797e-05 4.852e-06 4.400e-05 -1.000 1.000e-04 8.677 10.927 9.646 8.755 8.402 8.224 8.166
1.5917e-05 -2.19174 10.07918 0.3553571403 2.0521113302    0.355 -1.440  3.6525  4.990    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -2.45e-15      0.00 7.387e-01 2.612e-01 1.796e-05 4.853e-06 4.400e-05 -1.000 1.000e-04 8.371 10.505 9.284 8.430 8.094 7.926 7.873
1.5917e-05 -2.19174 10.07918 0.4044643044 2.1246090444    0.404 -1.319  3.6608  4.959    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.14e-15      0.00 7.500e-01 2.499e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.996e-05 8.068 10.082 8.925 8.109 7.790 7.634 7.585
1.5917e-05 -2.19174 10.07918 0.4535714388 2.1864813481    0.453 -1.173  3.6741  4.916    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.37e-15      0.00 7.507e-01 2.492e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.999e-05 7.702 9.533 8.473 7.719 7.428 7.289 7.247
1.5917e-05 -2.19174 10.07918 0.5026785731 2.2401984691    0.503 -1.009  3.6887  4.855    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -6.48e-15      0.00 7.526e-01 2.473e-01 1.786e-05 4.818e-06 4.370e-05 -1.000 9.999e-05 7.293 8.930 7.974 7.289 7.028 6.909 6.875
1.5917e-05 -2.19174 10.07918 0.5517857671 2.2851312492    0.551 -0.809  3.7080  4.772    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -1.08e-14      0.00 7.851e-01 2.148e-01 1.566e-05 4.228e-06 3.837e-05 -1.000 9.948e-05 6.792 8.199 7.368 6.770 6.550 6.455 6.430
1.5917e-05 -2.19174 10.07918 0.6008928418 2.3217254164    0.600 -0.603  3.7325  4.701    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1  -1.8e-14      0.00 7.980e-01 2.020e-01 1.482e-05 4.004e-06 3.635e-05 -1.000 5.254e-05 6.277 7.444 6.744 6.247 6.074 6.009 5.996
1.5917e-05 -2.19174 10.07918 0.6072367430 2.3259590100    0.607 -0.575  3.7362  4.693    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -1.93e-14      0.00 8.001e-01 1.999e-01 1.469e-05 3.968e-06 3.603e-05 -1.000 1.484e-05 6.207 7.343 6.659 6.177 6.010 5.949 5.938
1.5917e-05 -2.19174 10.07918 0.6183252931 2.3331195745    0.618 -0.525  3.7428  4.677    1  0.000  0.543     0.00     0.00     0.00     0.00     0.00 -1 -2.18e-14      0.00 8.038e-01 1.961e-01 1.444e-05 3.903e-06 3.544e-05 -1.000 1.000e-04 6.083 7.166 6.512 6.054 5.899 5.846 5.838
1.5917e-05 -2.19174 10.07918 0.6282082200 2.3392571906    0.628 -0.480  3.7486  4.663    1  0.000  0.543     0.00     0.00     0.00     0.00     0.00 -1 -2.44e-14      0.00 8.074e-01 1.925e-01 1.421e-05 3.841e-06 3.489e-05 -1.000 5.597e-05 5.971 7.009 6.381 5.946 5.802 5.755 5.749
1.5917e-05 -2.19174 10.07918 0.6378048062 2.3450081360    0.638 -0.437  3.7541  4.648    1  0.000  0.543     0.00     0.00     0.00     0.00     0.00 -1 -2.73e-14      0.00 8.111e-01 1.889e-01 1.398e-05 3.779e-06 3.433e-05 -1.000 2.368e-05 5.862 6.859 6.255 5.842 5.707 5.666 5.663
1.5917e-05 -2.19174 10.07918 0.6491134167 2.3515346787    0.649 -0.385  3.7606  4.629    1  0.000  0.543     0.00     0.00     0.00     0.00     0.00 -1 -1.64e-14      0.00 8.156e-01 1.844e-01 1.369e-05 3.702e-06 3.363e-05 -1.000 5.880e-05 5.731 6.684 6.107 5.718 5.594 5.560 5.559
1.5917e-05 -2.19174 10.07918 0.6499999762 2.3520353107    0.650 -0.380  3.7611  4.627    1  0.000  0.543     0.00     0.00     0.00     0.00     0.00 -1 -3.14e-14      0.00 8.159e-01 1.840e-01 1.367e-05 3.695e-06 3.358e-05 -1.000 1.000e-04 5.721 6.671 6.095 5.708 5.586 5.552 5.551
1.5917e-05 -2.19174 10.07918 0.6585742235 2.3567972307    0.658 -0.340  3.7657  4.612    1  0.000  0.542     0.00     0.00     0.00     0.00     0.00 -1 -3.49e-14      0.00 8.203e-01 1.796e-01 1.338e-05 3.619e-06 3.290e-05 -1.000 9.994e-05 5.620 6.542 5.983 5.613 5.498 5.469 5.470
1.5917e-05 -2.19174 10.07918 0.6688095927 2.3622982465    0.669 -0.291  3.7713  4.591    1  0.000  0.542     0.00     0.00     0.00     0.00     0.00 -1 -3.97e-14      0.00 8.259e-01 1.740e-01 1.302e-05 3.523e-06 3.204e-05 -1.000 1.001e-04 5.498 6.388 5.847 5.497 5.391 5.367 5.370
1.5917e-05 -2.19174 10.07918 0.6785455942 2.3673541550    0.678 -0.243  3.7764  4.570    1  0.000  0.541     0.00     0.00     0.00     0.00     0.00 -1  -4.5e-14      0.00 8.316e-01 1.683e-01 1.265e-05 3.426e-06 3.116e-05 -1.000 9.994e-05 5.378 6.245 5.718 5.384 5.285 5.267 5.271
1.5917e-05 -2.19174 10.07918 0.6878398061 2.3720273973    0.688 -0.196  3.7813  4.549    1  0.000  0.541     0.00     0.00     0.00     0.00     0.00 -1 -5.11e-14      0.00 8.374e-01 1.625e-01 1.228e-05 3.327e-06 3.027e-05 -1.000 9.999e-05 5.261 6.104 5.591 5.273 5.182 5.168 5.174
1.5917e-05 -2.19174 10.07918 0.6960876584 2.3760545533    0.696 -0.153  3.7856  4.528    1  0.000  0.540     0.00     0.00     0.00     0.00     0.00 -1 -3.18e-15      0.00 8.429e-01 1.571e-01 1.193e-05 3.234e-06 2.943e-05 -1.000 3.628e-05 5.153 5.976 5.473 5.171 5.087 5.077 5.085
1.5917e-05 -2.19174 10.07918 0.6999999881 2.3779266974    0.700 -0.132  3.7876  4.518    1  0.000  0.540     0.00     0.00     0.00     0.00     0.00 -1 -6.08e-14      0.00 8.456e-01 1.544e-01 1.176e-05 3.188e-06 2.902e-05 -1.000 8.941e-07 5.101 5.915 5.417 5.122 5.041 5.033 5.042
1.5917e-05 -2.19174 10.07918 0.7090167403 2.3821510893    0.709 -0.082  3.7920  4.490    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -7e-14      0.00 8.505e-01 1.495e-01 1.145e-05 3.115e-06 2.838e-05 -1.000 1.347e-05 4.975 5.771 5.281 5.002 4.929 4.925 4.935
1.5917e-05 -2.19174 10.07918 0.7175090909 2.3860183453    0.717 -0.032  3.7961  4.462    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -8.06e-14      0.00 8.545e-01 1.454e-01 1.122e-05 3.060e-06 2.791e-05 -1.000 6.424e-05 4.850 5.630 5.147 4.883 4.816 4.816 4.828
1.5917e-05 -2.19174 10.07918 0.7258906960 2.3897333141    0.725  0.020  3.8001  4.431    1  0.000  0.534     0.00     0.00     0.00     0.00     0.00 -1 -9.36e-14      0.00 8.581e-01 1.419e-01 1.103e-05 3.016e-06 2.753e-05 -1.000 3.716e-05 4.720 5.484 5.007 4.757 4.696 4.701 4.714
1.5917e-05 -2.19174 10.07918 0.7330867052 2.3928449737    0.733  0.067  3.8034  4.401    1  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1 -1.07e-13      0.00 8.608e-01 1.391e-01 1.089e-05 2.984e-06 2.726e-05 -1.000 4.674e-05 4.601 5.354 4.880 4.642 4.587 4.595 4.609
1.5917e-05 -2.19174 10.07918 0.7400557995 2.3957922741    0.739  0.117  3.8065  4.368    1  0.000  0.531     0.00     0.00     0.00     0.00     0.00 -1 -8.97e-14      0.00 8.632e-01 1.367e-01 1.077e-05 2.957e-06 2.703e-05 -1.000 1.000e-04 4.478 5.220 4.750 4.522 4.472 4.483 4.498
1.5917e-05 -2.19174 10.07918 0.7470234036 2.3986758130    0.746  0.170  3.8095  4.331    1  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1 -1.94e-14      0.00 8.654e-01 1.345e-01 1.066e-05 2.934e-06 2.683e-05 -1.000 9.996e-05 4.345 5.077 4.608 4.391 4.347 4.361 4.376
1.5917e-05 -2.19174 10.07918 0.7500000000 2.3998889087    0.749  0.193  3.8108  4.314    1  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -1.57e-13      0.00 8.663e-01 1.336e-01 1.061e-05 2.925e-06 2.675e-05 -1.000 1.000e-04 4.286 5.013 4.545 4.333 4.291 4.306 4.322
1.5917e-05 -2.19174 10.07918 0.7512726188 2.4004041853    0.751  0.204  3.8114  4.307    1  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -1.61e-13      0.00 8.663e-01 1.336e-01 1.062e-05 2.927e-06 2.677e-05 -1.000 9.996e-05 4.261 4.986 4.519 4.308 4.267 4.283 4.299
1.5917e-05 -2.19174 10.07918 0.7593882084 2.4036434812    0.759  0.276  3.8149  4.254    1  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -2.01e-13      0.00 8.666e-01 1.334e-01 1.067e-05 2.941e-06 2.691e-05 -1.000 3.457e-06 4.081 4.795 4.327 4.129 4.094 4.114 4.131
1.5917e-05 -2.19174 10.07918 0.7647736669 2.4057494733    0.764  0.328  3.8169  4.212    1  0.000  0.528     0.00     0.00     0.00     0.00     0.00 -1 -2.38e-13      0.00 8.666e-01 1.334e-01 1.070e-05 2.951e-06 2.701e-05 -1.000 9.066e-05 3.949 4.656 4.188 3.998 3.966 3.988 4.005
1.5917e-05 -2.19174 10.07918 0.7698798776 2.4077150035    0.769  0.381  3.8184  4.168    1  0.000  0.528     0.00     0.00     0.00     0.00     0.00 -1 -2.81e-13      0.00 8.655e-01 1.344e-01 1.080e-05 2.978e-06 2.726e-05 -1.000 9.997e-05 3.817 4.520 4.051 3.866 3.837 3.860 3.878
1.5917e-05 -2.19174 10.07918 0.7740545273 2.4092998107    0.773  0.428  3.8189  4.126    1  0.000  0.528     0.00     0.00     0.00     0.00     0.00 -1 -3.29e-13      0.00 8.642e-01 1.357e-01 1.091e-05 3.007e-06 2.753e-05 -1.000 9.999e-05 3.701 4.400 3.930 3.748 3.721 3.744 3.762
1.5917e-05 -2.19174 10.07918 0.7755150199 2.4098496213    0.774  0.446  3.8185  4.107    1  0.000  0.528     0.00     0.00     0.00     0.00     0.00 -1 -3.51e-13      0.00 8.638e-01 1.361e-01 1.094e-05 3.017e-06 2.762e-05 -1.000 1.000e-04 3.654 4.354 3.883 3.701 3.673 3.696 3.714
1.5917e-05 -2.19174 10.07918 0.7794836760 2.4113316843    0.778  0.501  3.8165  4.047    1  0.000  0.528     0.00     0.00     0.00     0.00     0.00 -1 -4.24e-13      0.00 8.626e-01 1.373e-01 1.104e-05 3.044e-06 2.787e-05 -1.000 1.000e-04 3.519 4.222 3.749 3.562 3.532 3.553 3.570
1.5917e-05 -2.19174 10.07918 0.7822610140 2.4123585795    0.781  0.543  3.8136  3.994    1  0.000  0.528     0.00     0.00     0.00     0.00     0.00 -1 -4.96e-13      0.00 8.617e-01 1.382e-01 1.111e-05 3.063e-06 2.804e-05 -1.000 9.993e-05 3.412 4.122 3.647 3.453 3.419 3.437 3.453
1.5917e-05 -2.19174 10.07918 0.7828532457 2.4125764681    0.781  0.553  3.8129  3.982    1  0.000  0.528     0.00     0.00     0.00     0.00     0.00 -1 -5.15e-13      0.00 8.616e-01 1.383e-01 1.112e-05 3.067e-06 2.808e-05 -1.000 1.000e-04 3.388 4.100 3.624 3.428 3.393 3.411 3.426
1.5917e-05 -2.19174 10.07918 0.7834342718 2.4127898659    0.782  0.564  3.8115  3.966    1  0.000  0.528     0.00     0.00     0.00     0.00     0.00 -1 -5.37e-13      0.00 8.614e-01 1.385e-01 1.114e-05 3.071e-06 2.811e-05 -1.000 9.997e-05 3.360 4.076 3.599 3.399 3.362 3.378 3.393
1.5917e-05 -2.19174 10.07918 0.7853888273 2.4135050658    0.784  0.604  3.8057  3.903    2  0.000  0.528     0.00     0.00     0.00     0.00     0.00 -1 -6.32e-13      0.00 8.608e-01 1.391e-01 1.119e-05 3.084e-06 2.823e-05 -1.000 9.999e-05 3.260 3.993 3.510 3.293 3.247 3.257 3.270
1.5917e-05 -2.19174 10.07918 0.7868847847 2.4140496985    0.785  0.640  3.7986  3.840    2  0.000  0.528     0.00     0.00     0.00     0.00     0.00 -1 -7.37e-13      0.00 8.604e-01 1.395e-01 1.122e-05 3.094e-06 2.833e-05 -1.000 1.000e-04 3.171 3.927 3.436 3.197 3.139 3.143 3.154
1.5917e-05 -2.19174 10.07918 0.7880567908 2.4144747296    0.786  0.672  3.7902  3.774    2  0.000  0.528     0.00     0.00     0.00     0.00     0.00 -1 -8.57e-13      0.00 8.600e-01 1.399e-01 1.125e-05 3.102e-06 2.840e-05 -1.000 9.809e-05 3.089 3.876 3.374 3.108 3.037 3.033 3.041
1.5917e-05 -2.19174 10.07918 0.7890018821 2.4148164120    0.787  0.702  3.7811  3.708    2  0.000  0.528     0.00     0.00     0.00     0.00     0.00 -1  -9.9e-13      0.00 8.564e-01 1.436e-01 1.150e-05 3.170e-06 2.902e-05 -1.000 4.868e-05 3.014 3.839 3.321 3.026 2.941 2.927 2.931
1.5917e-05 -2.19174 10.07918 0.7897948623 2.4151023757    0.788  0.731  3.7722  3.645    2  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1 -1.14e-12      0.00 8.391e-01 1.608e-01 1.253e-05 3.449e-06 3.152e-05 -1.000 2.539e-05 2.943 3.808 3.271 2.948 2.849 2.827 2.829
1.5917e-05 -2.19174 10.07918 0.7904945016 2.4153541311    0.789  0.761  3.7641  3.583    2  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1 -1.31e-12      0.00 8.120e-01 1.879e-01 1.411e-05 3.872e-06 3.531e-05 -1.000 5.306e-05 2.869 3.774 3.218 2.868 2.758 2.727 2.726
1.5917e-05 -2.19174 10.07918 0.7911152840 2.4155770822    0.789  0.793  3.7572  3.523    2  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -1.51e-12      0.00 7.927e-01 2.073e-01 1.524e-05 4.174e-06 3.800e-05 -1.000 9.003e-05 2.787 3.732 3.157 2.783 2.661 2.624 2.620
1.5917e-05 -2.19174 10.07918 0.7917301059 2.4157974964    0.790  0.834  3.7510  3.457    2  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -1.78e-12      0.00 7.810e-01 2.189e-01 1.592e-05 4.356e-06 3.963e-05 -1.000 1.000e-04 2.685 3.667 3.072 2.677 2.545 2.501 2.495
1.5917e-05 -2.19174 10.07918 0.7922154069 2.4159711995    0.790  0.874  3.7470  3.402    2  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -2.08e-12      0.00 7.756e-01 2.243e-01 1.624e-05 4.441e-06 4.039e-05 -1.000 1.000e-04 2.585 3.593 2.985 2.576 2.437 2.389 2.381
1.5917e-05 -2.19174 10.07918 0.7925471663 2.4160898048    0.791  0.904  3.7446  3.362    2  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -2.34e-12      0.00 7.728e-01 2.271e-01 1.640e-05 4.484e-06 4.077e-05 -1.000 1.000e-04 2.510 3.534 2.917 2.500 2.357 2.307 2.297
1.5917e-05 -2.19174 10.07918 0.7928423882 2.4161952519    0.791  0.934  3.7430  3.326    3  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -2.61e-12      0.00 7.710e-01 2.289e-01 1.650e-05 4.509e-06 4.100e-05 -1.000 1.001e-04 2.434 3.468 2.847 2.423 2.279 2.226 2.216
1.5917e-05 -2.19174 10.07918 0.7932294607 2.4163333693    0.791  0.976  3.7409  3.276    3  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -3.04e-12      0.00 7.690e-01 2.310e-01 1.660e-05 4.538e-06 4.125e-05 -1.000 6.099e-05 2.331 3.378 2.750 2.320 2.171 2.117 2.106
1.5917e-05 -2.19174 10.07918 0.7936193943 2.4164723510    0.792  1.020  3.7390  3.225    3  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -3.57e-12      0.00 7.671e-01 2.329e-01 1.669e-05 4.562e-06 4.146e-05 -1.000 3.588e-05 2.221 3.280 2.645 2.210 2.058 2.002 1.990
1.5917e-05 -2.19174 10.07918 0.7939928770 2.4166053220    0.792  1.065  3.7374  3.174    3  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1  -4.2e-12      0.00 7.654e-01 2.346e-01 1.676e-05 4.581e-06 4.164e-05 -1.000 9.646e-05 2.109 3.179 2.539 2.098 1.945 1.886 1.873
1.5917e-05 -2.19174 10.07918 0.7943897843 2.4167464753    0.792  1.115  3.7356  3.116    3  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -5.04e-12      0.00 7.637e-01 2.362e-01 1.683e-05 4.599e-06 4.180e-05 -1.000 9.996e-05 1.982 3.063 2.418 1.972 1.816 1.755 1.742
1.5917e-05 -2.19174 10.07918 0.7947228551 2.4168648012    0.792  1.161  3.7341  3.065    3  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -5.94e-12      0.00 7.624e-01 2.375e-01 1.687e-05 4.611e-06 4.191e-05 -1.000 1.000e-04 1.868 2.959 2.309 1.859 1.700 1.638 1.624
1.5917e-05 -2.19174 10.07918 0.7950597405 2.4169843662    0.793  1.211  3.7326  3.009    3  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1  -7.1e-12      0.00 7.611e-01 2.388e-01 1.691e-05 4.623e-06 4.200e-05 -1.000 5.379e-05 1.743 2.843 2.189 1.735 1.574 1.510 1.495
1.5917e-05 -2.19174 10.07918 0.7953903675 2.4171015968    0.793  1.264  3.7309  2.949    3  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -8.59e-12      0.00 7.598e-01 2.401e-01 1.694e-05 4.634e-06 4.209e-05 -1.000 6.506e-05 1.611 2.721 2.061 1.603 1.439 1.373 1.357
1.5917e-05 -2.19174 10.07918 0.7956571579 2.4171961111    0.793  1.311  3.7295  2.896    3  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -1.02e-11      0.00 7.588e-01 2.411e-01 1.696e-05 4.642e-06 4.215e-05 -1.000 9.477e-05 1.493 2.614 1.949 1.486 1.320 1.253 1.236
1.5917e-05 -2.19174 10.07918 0.7959144711 2.4172871990    0.793  1.360  3.7280  2.841    3  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -1.21e-11      0.00 7.579e-01 2.420e-01 1.697e-05 4.651e-06 4.221e-05 -1.000 9.999e-05 1.371 2.502 1.831 1.364 1.196 1.126 1.109
1.5917e-05 -2.19174 10.07918 0.7961456776 2.4173689874    0.793  1.408  3.7265  2.787    3  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -1.44e-11      0.00 7.571e-01 2.428e-01 1.696e-05 4.661e-06 4.225e-05 -1.000 1.000e-04 1.251 2.392 1.716 1.245 1.074 1.003 0.985
1.5917e-05 -2.19174 10.07918 0.7963551283 2.4174430327    0.793  1.455  3.7249  2.734    3  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -1.71e-11      0.00 7.565e-01 2.434e-01 1.696e-05 4.671e-06 4.228e-05 -1.000 1.000e-04 1.132 2.285 1.603 1.126 0.953 0.880 0.861
1.5917e-05 -2.19174 10.07918 0.7965425849 2.4175092646    0.793  1.502  3.7235  2.681    3  0.000  0.534     0.00     0.00     0.00     0.00     0.00 -1 -2.03e-11      0.00 7.559e-01 2.440e-01 1.695e-05 4.681e-06 4.231e-05 -1.000 1.000e-04 1.015 2.178 1.491 1.010 0.835 0.760 0.740
1.5917e-05 -2.19174 10.07918 0.7967199087 2.4175718834    0.793  1.551  3.7219  2.626    3  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1 -2.41e-11      0.00 7.555e-01 2.444e-01 1.693e-05 4.692e-06 4.233e-05 -1.000 1.000e-04 0.893 2.068 1.376 0.890 0.712 0.636 0.615
1.5917e-05 -2.19174 10.07918 0.7968773842 2.4176274663    0.793  1.598  3.7203  2.573    3  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1 -2.86e-11      0.00 7.552e-01 2.447e-01 1.692e-05 4.702e-06 4.235e-05 -1.000 1.000e-04 0.776 1.962 1.264 0.773 0.593 0.514 0.493
1.5917e-05 -2.19174 10.07918 0.7970173359 2.4176768427    0.793  1.643  3.7188  2.521    3  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1 -3.37e-11      0.00 7.550e-01 2.449e-01 1.691e-05 4.710e-06 4.235e-05 -1.000 1.000e-04 0.661 1.860 1.156 0.660 0.477 0.397 0.375
1.5917e-05 -2.19174 10.07918 0.7971441746 2.4177215755    0.793  1.689  3.7173  2.470    3  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1 -3.97e-11      0.00 7.548e-01 2.451e-01 1.690e-05 4.715e-06 4.236e-05 -1.000 9.452e-05 0.549 1.760 1.049 0.548 0.362 0.280 0.258
1.5917e-05 -2.19174 10.07918 0.7972630262 2.4177634767    0.793  1.735  3.7157  2.417    3  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1 -4.69e-11      0.00 7.547e-01 2.452e-01 1.690e-05 4.718e-06 4.237e-05 -1.000 1.000e-04 0.434 1.660 0.940 0.433 0.245 0.161 0.138
1.5917e-05 -2.19174 10.07918 0.7973679900 2.4178004697    0.792  1.779  3.7141  2.366    3  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1 -5.51e-11      0.00 7.547e-01 2.452e-01 1.690e-05 4.719e-06 4.237e-05 -1.000 9.999e-05 0.322 1.563 0.835 0.323 0.132 0.046 0.022
1.5917e-05 -2.19174 10.07918 0.7974649668 2.4178346378    0.792  1.824  3.7125  2.315    3  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1 -6.47e-11      0.00 7.547e-01 2.452e-01 1.690e-05 4.719e-06 4.237e-05 -1.000 1.001e-04 0.211 1.465 0.730 0.212 0.019 -0.069 -0.094
1.5917e-05 -2.19174 10.07918 0.7975539565 2.4178659835    0.792  1.868  3.7109  2.264    3  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1 -7.61e-11      0.00 7.547e-01 2.452e-01 1.690e-05 4.719e-06 4.237e-05 -1.000 1.001e-04 0.100 1.369 0.626 0.102 -0.094 -0.184 -0.210
1.5917e-05 -2.19174 10.07918 0.7976330519 2.4178938372    0.792  1.911  3.7093  2.215    3  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1 -8.88e-11      0.00 7.547e-01 2.452e-01 1.690e-05 4.719e-06 4.237e-05 -1.000 1.001e-04 -0.006 1.278 0.527 -0.003 -0.202 -0.294 -0.321
1.5917e-05 -2.19174 10.07918 0.7977061868 2.4179195862    0.792  1.953  3.7078  2.167    3  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1 -1.04e-10      0.00 7.547e-01 2.452e-01 1.690e-05 4.719e-06 4.237e-05 -1.000 1.000e-04 -0.113 1.187 0.427 -0.108 -0.310 -0.404 -0.431
1.5917e-05 -2.19174 10.07918 0.7977764010 2.4179443019    0.791  1.997  3.7061  2.116    3  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1 -1.22e-10      0.00 7.547e-01 2.452e-01 1.690e-05 4.720e-06 4.237e-05 -1.000 1.000e-04 -0.223 1.093 0.324 -0.217 -0.422 -0.518 -0.546
1.5917e-05 -2.19174 10.07918 0.7978365421 2.4179654678    0.791  2.038  3.7045  2.068    3  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1 -1.41e-10      0.00 7.547e-01 2.452e-01 1.690e-05 4.720e-06 4.237e-05 -1.000 9.999e-05 -0.325 1.007 0.230 -0.318 -0.526 -0.624 -0.653
1.5917e-05 -2.19174 10.07918 0.7978920937 2.4179850152    0.790  2.079  3.7030  2.021    3  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1 -1.64e-10      0.00 7.547e-01 2.452e-01 1.690e-05 4.720e-06 4.237e-05 -1.000 1.001e-04 -0.428 0.920 0.135 -0.419 -0.630 -0.729 -0.759
1.5917e-05 -2.19174 10.07918 0.7979452014 2.4180036997    0.790  2.121  3.7014  1.972    3  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1 -1.91e-10      0.00 7.547e-01 2.452e-01 1.690e-05 4.720e-06 4.237e-05 -1.000 1.000e-04 -0.533 0.832 0.037 -0.524 -0.737 -0.838 -0.869
